X_id,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,ObjectId,geometry
898,GO-20152151120,2015,D51,Stabbing,2015-12-15T00:00:00,76,Bay Street Corridor (76),898,"{'type': 'MultiPoint', 'coordinates': [[-79.38207764, 43.65909609]]}"
899,GO-20152149617,2015,D31,Shooting,2015-12-15T00:00:00,21,Humber Summit (21),899,"{'type': 'MultiPoint', 'coordinates': [[-79.57203704, 43.7559761]]}"
900,GO-20152123328,2015,D52,Stabbing,2015-12-11T00:00:00,76,Bay Street Corridor (76),900,"{'type': 'MultiPoint', 'coordinates': [[-79.37968936, 43.64733439]]}"
901,GO-20152071129,2015,D41,Other,2015-11-28T00:00:00,121,Oakridge (121),901,"{'type': 'MultiPoint', 'coordinates': [[-79.285359, 43.69699745]]}"
902,GO-20152180756,2015,D13,Other,2015-12-20T00:00:00,106,Humewood-Cedarvale (106),902,"{'type': 'MultiPoint', 'coordinates': [[-79.42083062, 43.68619468]]}"
903,GO-20152229877,2015,D53,Other,2015-12-30T00:00:00,100,Yonge-Eglinton (100),903,"{'type': 'MultiPoint', 'coordinates': [[-79.39730385, 43.70179502]]}"
904,GO-201620700,2016,D54,Shooting,2016-01-04T00:00:00,61,Taylor-Massey (61),904,"{'type': 'MultiPoint', 'coordinates': [[-79.29125809, 43.69314398]]}"
905,GO-201698593,2016,D32,Other,2016-01-17T00:00:00,50,Newtonbrook East (50),905,"{'type': 'MultiPoint', 'coordinates': [[-79.41044605, 43.79653167]]}"
906,GO-2016119350,2016,D22,Shooting,2016-01-20T00:00:00,10,Princess-Rosethorn (10),906,"{'type': 'MultiPoint', 'coordinates': [[-79.5434554, 43.67199709]]}"
907,GO-2016120610,2016,D42,Shooting,2016-01-20T00:00:00,117,L'Amoreaux (117),907,"{'type': 'MultiPoint', 'coordinates': [[-79.33308972, 43.79817569]]}"
908,GO-2016108786,2016,D22,Shooting,2016-01-19T00:00:00,18,New Toronto (18),908,"{'type': 'MultiPoint', 'coordinates': [[-79.50967309, 43.59979141]]}"
909,GO-2016139786,2016,D43,Shooting,2016-01-24T00:00:00,127,Bendale (127),909,"{'type': 'MultiPoint', 'coordinates': [[-79.25361205, 43.77167743]]}"
910,GO-2016173014,2016,D13,Shooting,2016-01-29T00:00:00,31,Yorkdale-Glen Park (31),910,"{'type': 'MultiPoint', 'coordinates': [[-79.46577215, 43.70823789]]}"
911,GO-2016181573,2016,D14,Shooting,2016-01-31T00:00:00,78,Kensington-Chinatown (78),911,"{'type': 'MultiPoint', 'coordinates': [[-79.39919196, 43.65585086]]}"
912,GO-2016175803,2016,D23,Other,2016-01-30T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),912,"{'type': 'MultiPoint', 'coordinates': [[-79.58100996, 43.73634981]]}"
913,GO-2016181573,2016,D14,Shooting,2016-01-31T00:00:00,78,Kensington-Chinatown (78),913,"{'type': 'MultiPoint', 'coordinates': [[-79.39919196, 43.65585086]]}"
914,GO-2016204501,2016,D22,Stabbing,2016-02-03T00:00:00,13,Etobicoke West Mall (13),914,"{'type': 'MultiPoint', 'coordinates': [[-79.57217757, 43.6523955]]}"
915,GO-2016225259,2016,D54,Other,2016-02-07T00:00:00,54,O'Connor-Parkview (54),915,"{'type': 'MultiPoint', 'coordinates': [[-79.30489867, 43.71598673]]}"
916,GO-2016235777,2016,D12,Stabbing,2016-02-09T00:00:00,113,Weston (113),916,"{'type': 'MultiPoint', 'coordinates': [[-79.50379913, 43.70287945]]}"
917,GO-2016345475,2016,D41,Stabbing,2016-02-27T00:00:00,120,Clairlea-Birchmount (120),917,"{'type': 'MultiPoint', 'coordinates': [[-79.28943255, 43.70648504]]}"
918,GO-2016354140,2016,D23,Shooting,2016-02-28T00:00:00,8,Humber Heights-Westmount (8),918,"{'type': 'MultiPoint', 'coordinates': [[-79.51745424, 43.69262736]]}"
919,GO-2016359352,2016,D11,Shooting,2016-02-29T00:00:00,139,Scarborough Village (139),919,"{'type': 'MultiPoint', 'coordinates': [[-79.21965317, 43.74501856]]}"
920,GO-2016317425,2016,D43,Other,2016-02-22T00:00:00,139,Scarborough Village (139),920,"{'type': 'MultiPoint', 'coordinates': [[-79.21234461, 43.7446023]]}"
921,GO-2016265129,2016,D52,Other,2016-03-04T00:00:00,78,Kensington-Chinatown (78),921,"{'type': 'MultiPoint', 'coordinates': [[-79.39062739, 43.65241188]]}"
922,GO-2016481311,2016,D42,Shooting,2016-03-20T00:00:00,117,L'Amoreaux (117),922,"{'type': 'MultiPoint', 'coordinates': [[-79.30239461, 43.79721854]]}"
923,GO-2016491854,2016,D12,Other,2016-03-22T00:00:00,23,Pelmo Park-Humberlea (23),923,"{'type': 'MultiPoint', 'coordinates': [[-79.51077244, 43.71527574]]}"
924,GO-2016500861,2016,D55,Shooting,2016-03-23T00:00:00,70,South Riverdale (70),924,"{'type': 'MultiPoint', 'coordinates': [[-79.34055684, 43.66228154]]}"
925,GO-2016556458,2016,D51,Shooting,2016-04-02T00:00:00,73,Moss Park (73),925,"{'type': 'MultiPoint', 'coordinates': [[-79.36442266, 43.65561541]]}"
926,GO-2016602150,2016,D31,Other,2016-04-09T00:00:00,27,York University Heights (27),926,"{'type': 'MultiPoint', 'coordinates': [[-79.49939292, 43.748515]]}"
927,GO-2016630918,2016,D53,Shooting,2016-04-13T00:00:00,76,Bay Street Corridor (76),927,"{'type': 'MultiPoint', 'coordinates': [[-79.38674812, 43.67022634]]}"
928,GO-2016632371,2016,D22,Shooting,2016-04-14T00:00:00,17,Mimico (includes Humber Bay Shores) (17),928,"{'type': 'MultiPoint', 'coordinates': [[-79.49671284, 43.61223676]]}"
929,GO-2016652097,2016,D54,Shooting,2016-04-17T00:00:00,65,Greenwood-Coxwell (65),929,"{'type': 'MultiPoint', 'coordinates': [[-79.32472818, 43.68311648]]}"
930,GO-2016734521,2016,D41,Shooting,2016-04-29T00:00:00,119,Wexford/Maryvale (119),930,"{'type': 'MultiPoint', 'coordinates': [[-79.31288749, 43.75841403]]}"
931,GO-2016734521,2016,D41,Shooting,2016-04-29T00:00:00,119,Wexford/Maryvale (119),931,"{'type': 'MultiPoint', 'coordinates': [[-79.31288749, 43.75841403]]}"
932,GO-2016838159,2016,D23,Shooting,2016-05-15T00:00:00,1,West Humber-Clairville (1),932,"{'type': 'MultiPoint', 'coordinates': [[-79.58938369, 43.73202412]]}"
933,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),933,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
934,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),934,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
935,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),935,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
936,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),936,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
937,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),937,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
938,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),938,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
939,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),939,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
940,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),940,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
941,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),941,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
942,GO-2018813479,2018,D41,Stabbing,2018-05-06T00:00:00,122,Birchcliffe-Cliffside (122),942,"{'type': 'MultiPoint', 'coordinates': [[-79.27870905, 43.67477193]]}"
943,GO-2018821806,2018,D22,Shooting,2018-05-07T00:00:00,10,Princess-Rosethorn (10),943,"{'type': 'MultiPoint', 'coordinates': [[-79.55012904, 43.67339566]]}"
944,GO-2018907125,2018,D43,Shooting,2018-05-20T00:00:00,135,Morningside (135),944,"{'type': 'MultiPoint', 'coordinates': [[-79.21615056, 43.7754204]]}"
945,GO-2018911506,2018,D52,Shooting,2018-05-20T00:00:00,76,Bay Street Corridor (76),945,"{'type': 'MultiPoint', 'coordinates': [[-79.37733067, 43.64784591]]}"
946,GO-2018929488,2018,D14,Stabbing,2018-05-23T00:00:00,95,Annex (95),946,"{'type': 'MultiPoint', 'coordinates': [[-79.40526597, 43.67030834]]}"
947,GO-2018946587,2018,D54,Other,2018-05-25T00:00:00,57,Broadview North (57),947,"{'type': 'MultiPoint', 'coordinates': [[-79.35128009, 43.69198434]]}"
948,GO-2018945776,2018,D55,Stabbing,2018-05-25T00:00:00,62,East End-Danforth (62),948,"{'type': 'MultiPoint', 'coordinates': [[-79.30114138, 43.67812586]]}"
949,GO-2018958547,2018,D42,Shooting,2018-05-28T00:00:00,132,Malvern (132),949,"{'type': 'MultiPoint', 'coordinates': [[-79.22418706, 43.80449208]]}"
950,GO-2018965463,2018,D53,Shooting,2018-05-28T00:00:00,95,Annex (95),950,"{'type': 'MultiPoint', 'coordinates': [[-79.39015983, 43.67135683]]}"
951,GO-2018979942,2018,D52,Shooting,2018-05-30T00:00:00,76,Bay Street Corridor (76),951,"{'type': 'MultiPoint', 'coordinates': [[-79.38088599, 43.65632883]]}"
952,GO-20181021340,2018,D22,Shooting,2018-06-05T00:00:00,18,New Toronto (18),952,"{'type': 'MultiPoint', 'coordinates': [[-79.50936023, 43.60258723]]}"
953,GO-20181046556,2018,D11,Stabbing,2018-06-09T00:00:00,84,Little Portugal (84),953,"{'type': 'MultiPoint', 'coordinates': [[-79.43287384, 43.64781668]]}"
954,GO-20181066328,2018,D14,Other,2018-06-09T00:00:00,82,Niagara (82),954,"{'type': 'MultiPoint', 'coordinates': [[-79.40956504, 43.64529628]]}"
955,GO-20181075301,2018,D11,Other,2018-06-13T00:00:00,86,Roncesvalles (86),955,"{'type': 'MultiPoint', 'coordinates': [[-79.43532226, 43.64420447]]}"
956,GO-20181091522,2018,D41,Stabbing,2018-06-16T00:00:00,123,Cliffcrest (123),956,"{'type': 'MultiPoint', 'coordinates': [[-79.24913752, 43.71919043]]}"
957,GO-20181106259,2018,D53,Other,2018-06-18T00:00:00,75,Church-Yonge Corridor (75),957,"{'type': 'MultiPoint', 'coordinates': [[-79.3841696, 43.67080434]]}"
958,GO-20181146367,2018,D32,Shooting,2018-06-24T00:00:00,32,Englemount-Lawrence (32),958,"{'type': 'MultiPoint', 'coordinates': [[-79.44386942, 43.71948624]]}"
959,GO-20181146418,2018,D23,Shooting,2018-06-24T00:00:00,3,Thistletown-Beaumond Heights (3),959,"{'type': 'MultiPoint', 'coordinates': [[-79.57639979, 43.73845538]]}"
960,GO-20181146418,2018,D23,Shooting,2018-06-24T00:00:00,3,Thistletown-Beaumond Heights (3),960,"{'type': 'MultiPoint', 'coordinates': [[-79.57639979, 43.73845538]]}"
961,GO-20181142174,2018,D23,Stabbing,2018-06-23T00:00:00,1,West Humber-Clairville (1),961,"{'type': 'MultiPoint', 'coordinates': [[-79.59033164, 43.73401277]]}"
962,GO-20181152121,2018,D51,Shooting,2018-06-25T00:00:00,73,Moss Park (73),962,"{'type': 'MultiPoint', 'coordinates': [[-79.37099208, 43.65829436]]}"
963,GO-20181191880,2018,D52,Shooting,2018-06-30T00:00:00,77,Waterfront Communities-The Island (77),963,"{'type': 'MultiPoint', 'coordinates': [[-79.39366252, 43.64935047]]}"
964,GO-20181191880,2018,D52,Shooting,2018-06-30T00:00:00,77,Waterfront Communities-The Island (77),964,"{'type': 'MultiPoint', 'coordinates': [[-79.39366252, 43.64935047]]}"
965,GO-20181194072,2018,D54,Stabbing,2018-07-01T00:00:00,69,Blake-Jones (69),965,"{'type': 'MultiPoint', 'coordinates': [[-79.33234245, 43.6814835]]}"
966,GO-20181198918,2018,D14,Shooting,2018-07-01T00:00:00,78,Kensington-Chinatown (78),966,"{'type': 'MultiPoint', 'coordinates': [[-79.40229657, 43.65523449]]}"
967,GO-20181240749,2018,D31,Shooting,2018-07-08T00:00:00,24,Black Creek (24),967,"{'type': 'MultiPoint', 'coordinates': [[-79.51472666, 43.76721178]]}"
968,GO-20181245963,2018,D31,Shooting,2018-07-09T00:00:00,24,Black Creek (24),968,"{'type': 'MultiPoint', 'coordinates': [[-79.51872198, 43.76916389]]}"
969,GO-20181221507,2018,D41,Other,2018-07-05T00:00:00,120,Clairlea-Birchmount (120),969,"{'type': 'MultiPoint', 'coordinates': [[-79.28852198, 43.70437997]]}"
970,GO-20181341286,2018,D54,Shooting,2018-07-23T00:00:00,68,North Riverdale (68),970,"{'type': 'MultiPoint', 'coordinates': [[-79.351925, 43.67755671]]}"
971,GO-20181329654,2018,D55,Stabbing,2018-07-21T00:00:00,70,South Riverdale (70),971,"{'type': 'MultiPoint', 'coordinates': [[-79.34751991, 43.65649482]]}"
972,GO-20181341286,2018,D54,Shooting,2018-07-23T00:00:00,68,North Riverdale (68),972,"{'type': 'MultiPoint', 'coordinates': [[-79.351925, 43.67755671]]}"
973,GO-20181358001,2018,D31,Shooting,2018-07-25T00:00:00,21,Humber Summit (21),973,"{'type': 'MultiPoint', 'coordinates': [[-79.56882783, 43.75471072]]}"
974,GO-2018104863,2012,D51,Other,2012-10-18T00:00:00,75,Church-Yonge Corridor (75),974,"{'type': 'MultiPoint', 'coordinates': [[-79.38007115, 43.66369728]]}"
975,GO-2018104863,2015,D43,Other,2015-10-15T00:00:00,137,Woburn (137),975,"{'type': 'MultiPoint', 'coordinates': [[-79.22222041, 43.751025]]}"
976,GO-2018104863,2010,D52,Other,2010-09-06T00:00:00,55,Thorncliffe Park (55),976,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
977,GO-2018104863,2010,D52,Other,2010-12-29T00:00:00,55,Thorncliffe Park (55),977,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
978,GO-2018104863,2015,D52,Other,2015-12-14T00:00:00,55,Thorncliffe Park (55),978,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
979,GO-20181508181,2018,D23,Shooting,2018-08-15T00:00:00,1,West Humber-Clairville (1),979,"{'type': 'MultiPoint', 'coordinates': [[-79.58938369, 43.73202412]]}"
980,GO-20181526723,2018,D23,Stabbing,2018-08-18T00:00:00,6,Kingsview Village-The Westway (6),980,"{'type': 'MultiPoint', 'coordinates': [[-79.55521943, 43.69262279]]}"
981,GO-20181527703,2018,D22,Stabbing,2018-08-18T00:00:00,14,Islington-City Centre West (14),981,"{'type': 'MultiPoint', 'coordinates': [[-79.55686589, 43.61012637]]}"
982,GO-20181528994,2018,D51,Shooting,2018-08-19T00:00:00,73,Moss Park (73),982,"{'type': 'MultiPoint', 'coordinates': [[-79.36474468, 43.65298813]]}"
983,GO-20181548479,2018,D54,Shooting,2018-08-22T00:00:00,69,Blake-Jones (69),983,"{'type': 'MultiPoint', 'coordinates': [[-79.34056846, 43.67979025]]}"
984,GO-20181549969,2018,D12,Shooting,2018-08-22T00:00:00,115,Mount Dennis (115),984,"{'type': 'MultiPoint', 'coordinates': [[-79.50085239, 43.6913029]]}"
985,GO-20181494077,2018,D22,Other,2018-08-13T00:00:00,18,New Toronto (18),985,"{'type': 'MultiPoint', 'coordinates': [[-79.50886163, 43.60153841]]}"
986,GO-20181562384,2018,D12,Stabbing,2018-08-24T00:00:00,113,Weston (113),986,"{'type': 'MultiPoint', 'coordinates': [[-79.51616258, 43.70016019]]}"
987,GO-20181564549,2018,D42,Other,2018-08-24T00:00:00,129,Agincourt North (129),987,"{'type': 'MultiPoint', 'coordinates': [[-79.24303362, 43.81296952]]}"
988,GO-20181599566,2018,D51,Other,2018-08-29T00:00:00,72,Regent Park (72),988,"{'type': 'MultiPoint', 'coordinates': [[-79.35842146, 43.66188892]]}"
989,GO-20181527703,2018,D22,Stabbing,2018-08-18T00:00:00,14,Islington-City Centre West (14),989,"{'type': 'MultiPoint', 'coordinates': [[-79.55686589, 43.61012637]]}"
990,GO-20181609974,2018,D41,Shooting,2018-08-31T00:00:00,120,Clairlea-Birchmount (120),990,"{'type': 'MultiPoint', 'coordinates': [[-79.27550733, 43.70151223]]}"
991,GO-20181622696,2018,D42,Shooting,2018-09-02T00:00:00,132,Malvern (132),991,"{'type': 'MultiPoint', 'coordinates': [[-79.21012713, 43.80914276]]}"
992,GO-20181626502,2018,D14,Shooting,2018-09-02T00:00:00,82,Niagara (82),992,"{'type': 'MultiPoint', 'coordinates': [[-79.40325003, 43.63573543]]}"
993,GO-20181665625,2018,D12,Shooting,2018-09-08T00:00:00,91,Weston-Pellam Park (91),993,"{'type': 'MultiPoint', 'coordinates': [[-79.46313594, 43.67401149]]}"
994,GO-20181668023,2018,D11,Other,2018-09-08T00:00:00,86,Roncesvalles (86),994,"{'type': 'MultiPoint', 'coordinates': [[-79.43532226, 43.64420447]]}"
995,GO-20181684842,2018,D23,Stabbing,2018-09-11T00:00:00,7,Willowridge-Martingrove-Richview (7),995,"{'type': 'MultiPoint', 'coordinates': [[-79.56712463, 43.68333734]]}"
996,GO-20181706301,2018,D43,Shooting,2018-09-14T00:00:00,138,Eglinton East (138),996,"{'type': 'MultiPoint', 'coordinates': [[-79.2320155, 43.74303707]]}"
997,GO-20181733104,2018,D42,Shooting,2018-09-18T00:00:00,128,Agincourt South-Malvern West (128),997,"{'type': 'MultiPoint', 'coordinates': [[-79.2621899, 43.7882081]]}"
998,GO-20181739446,2018,D32,Stabbing,2018-09-19T00:00:00,36,Newtonbrook West (36),998,"{'type': 'MultiPoint', 'coordinates': [[-79.41778215, 43.7889785]]}"
999,GO-20181772173,2018,D33,Shooting,2018-09-24T00:00:00,53,Henry Farm (53),999,"{'type': 'MultiPoint', 'coordinates': [[-79.34477913, 43.77268778]]}"
1000,GO-20181777456,2018,D51,Shooting,2018-09-25T00:00:00,72,Regent Park (72),1000,"{'type': 'MultiPoint', 'coordinates': [[-79.36267396, 43.65942878]]}"
1001,GO-20181823974,2018,D31,Shooting,2018-10-02T00:00:00,27,York University Heights (27),1001,"{'type': 'MultiPoint', 'coordinates': [[-79.49460855, 43.77771807]]}"
1002,GO-20181827810,2018,D42,Shooting,2018-10-03T00:00:00,118,Tam O'Shanter-Sullivan (118),1002,"{'type': 'MultiPoint', 'coordinates': [[-79.2993063, 43.78359438]]}"
1003,GO-20181839683,2018,D55,Other,2018-10-04T00:00:00,70,South Riverdale (70),1003,"{'type': 'MultiPoint', 'coordinates': [[-79.34740718, 43.65941945]]}"
1004,GO-20181879521,2018,D31,Shooting,2018-10-11T00:00:00,26,Downsview-Roding-CFB (26),1004,"{'type': 'MultiPoint', 'coordinates': [[-79.4901831, 43.73471251]]}"
1005,GO-20181939006,2018,D41,Stabbing,2018-10-20T00:00:00,124,Kennedy Park (124),1005,"{'type': 'MultiPoint', 'coordinates': [[-79.26451403, 43.73277006]]}"
1006,GO-20181923388,2018,D41,Other,2018-10-18T00:00:00,120,Clairlea-Birchmount (120),1006,"{'type': 'MultiPoint', 'coordinates': [[-79.28668911, 43.70008354]]}"
1007,GO-20181887731,2018,D51,Other,2018-10-12T00:00:00,75,Church-Yonge Corridor (75),1007,"{'type': 'MultiPoint', 'coordinates': [[-79.3771082, 43.65650088]]}"
1008,GO-20182096419,2018,D31,Shooting,2018-11-14T00:00:00,23,Pelmo Park-Humberlea (23),1008,"{'type': 'MultiPoint', 'coordinates': [[-79.5304014, 43.71947355]]}"
1009,GO-20182124586,2018,D43,Shooting,2018-11-18T00:00:00,136,West Hill (136),1009,"{'type': 'MultiPoint', 'coordinates': [[-79.18803696, 43.76726763]]}"
1010,GO-20182113063,2018,D51,Other,2018-11-16T00:00:00,73,Moss Park (73),1010,"{'type': 'MultiPoint', 'coordinates': [[-79.36941977, 43.65452491]]}"
1011,GO-20182242344,2018,D51,Stabbing,2018-12-06T00:00:00,73,Moss Park (73),1011,"{'type': 'MultiPoint', 'coordinates': [[-79.37481095, 43.66065384]]}"
1012,GO-20182280579,2018,D23,Shooting,2018-12-12T00:00:00,6,Kingsview Village-The Westway (6),1012,"{'type': 'MultiPoint', 'coordinates': [[-79.54863788, 43.70132673]]}"
1013,GO-20182315055,2018,D31,Shooting,2018-12-18T00:00:00,24,Black Creek (24),1013,"{'type': 'MultiPoint', 'coordinates': [[-79.5177342, 43.75901653]]}"
1014,GO-20182320758,2018,D14,Shooting,2018-12-19T00:00:00,77,Waterfront Communities-The Island (77),1014,"{'type': 'MultiPoint', 'coordinates': [[-79.39760717, 43.64495335]]}"
1015,GO-20182339244,2018,D23,Shooting,2018-12-21T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),1015,"{'type': 'MultiPoint', 'coordinates': [[-79.58578825, 43.75097753]]}"
1016,GO-201930365,2019,D41,Stabbing,2019-01-06T00:00:00,124,Kennedy Park (124),1016,"{'type': 'MultiPoint', 'coordinates': [[-79.25243361, 43.72779384]]}"
1017,GO-201954928,2019,D23,Shooting,2019-01-09T00:00:00,4,Rexdale-Kipling (4),1017,"{'type': 'MultiPoint', 'coordinates': [[-79.55989938, 43.7228525]]}"
1018,GO-201945560,2019,D41,Stabbing,2019-01-08T00:00:00,120,Clairlea-Birchmount (120),1018,"{'type': 'MultiPoint', 'coordinates': [[-79.26976822, 43.71108054]]}"
1019,GO-201969065,2019,D41,Shooting,2019-01-12T00:00:00,126,Dorset Park (126),1019,"{'type': 'MultiPoint', 'coordinates': [[-79.28720757, 43.76957807]]}"
1020,GO-2019146683,2019,D12,Stabbing,2019-01-24T00:00:00,111,Rockcliffe-Smythe (111),1020,"{'type': 'MultiPoint', 'coordinates': [[-79.48606292, 43.66950439]]}"
1021,GO-2019244561,2019,D51,Shooting,2019-02-08T00:00:00,73,Moss Park (73),1021,"{'type': 'MultiPoint', 'coordinates': [[-79.36442266, 43.65561541]]}"
1022,GO-2019272774,2019,D43,Shooting,2019-02-12T00:00:00,136,West Hill (136),1022,"{'type': 'MultiPoint', 'coordinates': [[-79.19485322, 43.76649368]]}"
1023,GO-2019281405,2019,D23,Shooting,2019-02-13T00:00:00,4,Rexdale-Kipling (4),1023,"{'type': 'MultiPoint', 'coordinates': [[-79.55594468, 43.71694966]]}"
1024,GO-2019258675,2019,D22,Shooting,2019-02-10T00:00:00,17,Mimico (includes Humber Bay Shores) (17),1024,"{'type': 'MultiPoint', 'coordinates': [[-79.47893413, 43.62369402]]}"
1025,GO-2019349242,2019,D23,Shooting,2019-02-24T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),1025,"{'type': 'MultiPoint', 'coordinates': [[-79.58033521, 43.73496126]]}"
1026,GO-2019400418,2019,D53,Other,2019-03-04T00:00:00,104,Mount Pleasant West (104),1026,"{'type': 'MultiPoint', 'coordinates': [[-79.39118625, 43.71112991]]}"
1027,GO-2019449448,2019,D31,Shooting,2019-03-11T00:00:00,26,Downsview-Roding-CFB (26),1027,"{'type': 'MultiPoint', 'coordinates': [[-79.48582324, 43.73817389]]}"
1028,GO-2019456465,2019,D11,Other,2019-03-13T00:00:00,91,Weston-Pellam Park (91),1028,"{'type': 'MultiPoint', 'coordinates': [[-79.45797855, 43.66874022]]}"
1029,GO-2019494501,2019,D23,Other,2019-03-18T00:00:00,7,Willowridge-Martingrove-Richview (7),1029,"{'type': 'MultiPoint', 'coordinates': [[-79.55422326, 43.67836082]]}"
1030,GO-2019499554,2019,D11,Shooting,2019-03-19T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),1030,"{'type': 'MultiPoint', 'coordinates': [[-79.44957406, 43.65871183]]}"
1031,GO-2019424256,2019,D53,Shooting,2019-03-08T00:00:00,100,Yonge-Eglinton (100),1031,"{'type': 'MultiPoint', 'coordinates': [[-79.40847575, 43.70459942]]}"
1032,GO-2019649220,2019,D52,Stabbing,2019-04-10T00:00:00,76,Bay Street Corridor (76),1032,"{'type': 'MultiPoint', 'coordinates': [[-79.3802391, 43.64865033]]}"
1033,GO-2019677551,2019,D12,Stabbing,2019-04-15T00:00:00,110,Keelesdale-Eglinton West (110),1033,"{'type': 'MultiPoint', 'coordinates': [[-79.47788298, 43.68865053]]}"
1034,GO-2019716384,2019,D13,Shooting,2019-04-21T00:00:00,107,Oakwood Village (107),1034,"{'type': 'MultiPoint', 'coordinates': [[-79.43865208, 43.69144788]]}"
1035,GO-2019767371,2019,D43,Shooting,2019-04-28T00:00:00,135,Morningside (135),1035,"{'type': 'MultiPoint', 'coordinates': [[-79.21296317, 43.77465518]]}"
1036,GO-2019785029,2019,D23,Shooting,2019-05-01T00:00:00,1,West Humber-Clairville (1),1036,"{'type': 'MultiPoint', 'coordinates': [[-79.59033164, 43.73401277]]}"
1037,GO-2019766762,2019,D22,Other,2019-04-28T00:00:00,11,Eringate-Centennial-West Deane (11),1037,"{'type': 'MultiPoint', 'coordinates': [[-79.5793401, 43.65580364]]}"
1038,GO-2019798063,2019,D31,Shooting,2019-05-03T00:00:00,21,Humber Summit (21),1038,"{'type': 'MultiPoint', 'coordinates': [[-79.56602556, 43.76058759]]}"
1039,GO-2019819986,2019,D43,Stabbing,2019-05-05T00:00:00,140,Guildwood (140),1039,"{'type': 'MultiPoint', 'coordinates': [[-79.1987031, 43.74629744]]}"
1040,GO-2019928762,2019,D14,Other,2019-05-21T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),1040,"{'type': 'MultiPoint', 'coordinates': [[-79.43168144, 43.66405389]]}"
1041,GO-20191052988,2019,D52,Stabbing,2019-06-08T00:00:00,76,Bay Street Corridor (76),1041,"{'type': 'MultiPoint', 'coordinates': [[-79.38702746, 43.66853925]]}"
1042,GO-20191039892,2019,D51,Other,2019-06-06T00:00:00,75,Church-Yonge Corridor (75),1042,"{'type': 'MultiPoint', 'coordinates': [[-79.37321466, 43.65372868]]}"
1043,GO-20191198026,2019,D43,Shooting,2019-06-27T00:00:00,136,West Hill (136),1043,"{'type': 'MultiPoint', 'coordinates': [[-79.18484133, 43.7648656]]}"
1044,GO-20191213308,2019,D52,Shooting,2019-06-30T00:00:00,77,Waterfront Communities-The Island (77),1044,"{'type': 'MultiPoint', 'coordinates': [[-79.39281928, 43.64732006]]}"
1045,GO-20191206091,2019,D12,Shooting,2019-06-29T00:00:00,115,Mount Dennis (115),1045,"{'type': 'MultiPoint', 'coordinates': [[-79.5039677, 43.68889241]]}"
1046,GO-20191206091,2019,D12,Shooting,2019-06-29T00:00:00,115,Mount Dennis (115),1046,"{'type': 'MultiPoint', 'coordinates': [[-79.5039677, 43.68889241]]}"
1047,GO-20191191914,2019,D33,Stabbing,2019-06-27T00:00:00,45,Parkwoods-Donalda (45),1047,"{'type': 'MultiPoint', 'coordinates': [[-79.32037112, 43.76077529]]}"
1048,GO-20191226977,2019,D51,Other,2019-07-01T00:00:00,73,Moss Park (73),1048,"{'type': 'MultiPoint', 'coordinates': [[-79.36941977, 43.65452491]]}"
1049,GO-20191344279,2019,D14,Other,2019-07-18T00:00:00,83,Dufferin Grove (83),1049,"{'type': 'MultiPoint', 'coordinates': [[-79.43163294, 43.66066113]]}"
1050,GO-20191445359,2019,D12,Shooting,2019-08-02T00:00:00,28,Rustic (28),1050,"{'type': 'MultiPoint', 'coordinates': [[-79.5047176, 43.71574209]]}"
