X_id,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,ObjectId,geometry
418,3755673,2012,D12,Shooting,2012-04-12T00:00:00,111,Rockcliffe-Smythe (111),418,"{'type': 'MultiPoint', 'coordinates': [[-79.48759009, 43.6727608]]}"
419,4428014,2012,D41,Stabbing,2012-04-15T00:00:00,43,Victoria Village (43),419,"{'type': 'MultiPoint', 'coordinates': [[-79.3058515, 43.73255097]]}"
420,4376058,2012,D11,Other,2012-04-16T00:00:00,88,High Park North (88),420,"{'type': 'MultiPoint', 'coordinates': [[-79.46520964, 43.65754485]]}"
421,4449577,2012,D32,Shooting,2012-05-04T00:00:00,32,Englemount-Lawrence (32),421,"{'type': 'MultiPoint', 'coordinates': [[-79.44182392, 43.72260982]]}"
422,4346812,2012,D53,Shooting,2012-05-09T00:00:00,100,Yonge-Eglinton (100),422,"{'type': 'MultiPoint', 'coordinates': [[-79.40328115, 43.69792797]]}"
423,4449281,2012,D41,Other,2012-05-07T00:00:00,121,Oakridge (121),423,"{'type': 'MultiPoint', 'coordinates': [[-79.27947672, 43.70321772]]}"
424,4445741,2012,D11,Shooting,2012-05-10T00:00:00,114,Lambton Baby Point (114),424,"{'type': 'MultiPoint', 'coordinates': [[-79.50146561, 43.66488611]]}"
425,3363455,2012,D51,Other,2012-05-14T00:00:00,73,Moss Park (73),425,"{'type': 'MultiPoint', 'coordinates': [[-79.37065383, 43.65073186]]}"
426,4438492,2012,D43,Shooting,2012-05-31T00:00:00,133,Centennial Scarborough (133),426,"{'type': 'MultiPoint', 'coordinates': [[-79.15522453, 43.78649029]]}"
427,4533105,2012,D52,Shooting,2012-06-02T00:00:00,76,Bay Street Corridor (76),427,"{'type': 'MultiPoint', 'coordinates': [[-79.37993395, 43.65406269]]}"
428,4533105,2012,D52,Shooting,2012-06-02T00:00:00,76,Bay Street Corridor (76),428,"{'type': 'MultiPoint', 'coordinates': [[-79.37993395, 43.65406269]]}"
429,4386217,2012,D14,Shooting,2012-06-18T00:00:00,81,Trinity-Bellwoods (81),429,"{'type': 'MultiPoint', 'coordinates': [[-79.41828872, 43.65524586]]}"
430,4503011,2012,D41,Shooting,2012-06-22T00:00:00,126,Dorset Park (126),430,"{'type': 'MultiPoint', 'coordinates': [[-79.2822164, 43.76942091]]}"
431,4556249,2012,D32,Shooting,2012-06-23T00:00:00,51,Willowdale East (51),431,"{'type': 'MultiPoint', 'coordinates': [[-79.40653241, 43.75650092]]}"
432,4578181,2012,D22,Shooting,2012-07-05T00:00:00,14,Islington-City Centre West (14),432,"{'type': 'MultiPoint', 'coordinates': [[-79.55831365, 43.6490683]]}"
433,4544154,2012,D43,Shooting,2012-07-16T00:00:00,136,West Hill (136),433,"{'type': 'MultiPoint', 'coordinates': [[-79.18484133, 43.7648656]]}"
434,4544154,2012,D43,Shooting,2012-07-16T00:00:00,136,West Hill (136),434,"{'type': 'MultiPoint', 'coordinates': [[-79.18484133, 43.7648656]]}"
435,4466647,2012,D12,Shooting,2012-07-17T00:00:00,111,Rockcliffe-Smythe (111),435,"{'type': 'MultiPoint', 'coordinates': [[-79.50418014, 43.68438299]]}"
436,4427513,2012,D32,Shooting,2012-07-19T00:00:00,32,Englemount-Lawrence (32),436,"{'type': 'MultiPoint', 'coordinates': [[-79.44386942, 43.71948624]]}"
437,4528375,2012,D42,Other,2012-07-22T00:00:00,127,Bendale (127),437,"{'type': 'MultiPoint', 'coordinates': [[-79.25493856, 43.78122141]]}"
438,4622186,2012,D31,Shooting,2012-08-01T00:00:00,24,Black Creek (24),438,"{'type': 'MultiPoint', 'coordinates': [[-79.51472666, 43.76721178]]}"
439,4531897,2012,D42,Other,2012-08-07T00:00:00,132,Malvern (132),439,"{'type': 'MultiPoint', 'coordinates': [[-79.21555349, 43.80779799]]}"
440,4613436,2012,D55,Other,2012-08-24T00:00:00,120,Clairlea-Birchmount (120),440,"{'type': 'MultiPoint', 'coordinates': [[-79.28272435, 43.72794544]]}"
441,4528016,2012,D42,Shooting,2012-09-08T00:00:00,132,Malvern (132),441,"{'type': 'MultiPoint', 'coordinates': [[-79.20611667, 43.80925039]]}"
442,4563307,2012,D55,Shooting,2012-09-08T00:00:00,63,The Beaches (63),442,"{'type': 'MultiPoint', 'coordinates': [[-79.29798392, 43.67888482]]}"
443,4453311,2012,D23,Shooting,2012-09-16T00:00:00,25,Glenfield-Jane Heights (25),443,"{'type': 'MultiPoint', 'coordinates': [[-79.51508777, 43.74709495]]}"
444,4520488,2012,D13,Other,2012-09-15T00:00:00,108,Briar Hill-Belgravia (108),444,"{'type': 'MultiPoint', 'coordinates': [[-79.44106893, 43.7022538]]}"
445,4589405,2012,D23,Shooting,2012-09-18T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),445,"{'type': 'MultiPoint', 'coordinates': [[-79.5825711, 43.73397143]]}"
446,4589405,2012,D23,Shooting,2012-09-18T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),446,"{'type': 'MultiPoint', 'coordinates': [[-79.5825711, 43.73397143]]}"
447,4663461,2012,D31,Shooting,2012-10-11T00:00:00,24,Black Creek (24),447,"{'type': 'MultiPoint', 'coordinates': [[-79.51542321, 43.75786892]]}"
448,4615172,2012,D43,Other,2012-10-17T00:00:00,137,Woburn (137),448,"{'type': 'MultiPoint', 'coordinates': [[-79.23912234, 43.77343652]]}"
449,4477212,2012,D51,Stabbing,2012-10-23T00:00:00,71,Cabbagetown-South St.James Town (71),449,"{'type': 'MultiPoint', 'coordinates': [[-79.37085094, 43.66451729]]}"
450,4703830,2012,D43,Shooting,2012-10-28T00:00:00,135,Morningside (135),450,"{'type': 'MultiPoint', 'coordinates': [[-79.21351783, 43.78588681]]}"
451,4697103,2012,D32,Shooting,2012-10-29T00:00:00,31,Yorkdale-Glen Park (31),451,"{'type': 'MultiPoint', 'coordinates': [[-79.44932805, 43.72085817]]}"
452,4613667,2012,D14,Stabbing,2012-10-29T00:00:00,85,South Parkdale (85),452,"{'type': 'MultiPoint', 'coordinates': [[-79.43723509, 43.63692597]]}"
453,4754900,2012,D12,Shooting,2012-10-30T00:00:00,115,Mount Dennis (115),453,"{'type': 'MultiPoint', 'coordinates': [[-79.49310368, 43.68830601]]}"
454,4695122,2012,D14,Shooting,2012-11-11T00:00:00,78,Kensington-Chinatown (78),454,"{'type': 'MultiPoint', 'coordinates': [[-79.40648042, 43.65672138]]}"
455,4664511,2012,D23,Other,2012-11-12T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),455,"{'type': 'MultiPoint', 'coordinates': [[-79.58100996, 43.73634981]]}"
456,4559977,2012,D55,Other,2012-11-14T00:00:00,64,Woodbine Corridor (64),456,"{'type': 'MultiPoint', 'coordinates': [[-79.31426251, 43.67968199]]}"
457,4545660,2012,D54,Stabbing,2012-11-17T00:00:00,42,Banbury-Don Mills (42),457,"{'type': 'MultiPoint', 'coordinates': [[-79.32752394, 43.72664463]]}"
458,4672379,2012,D31,Shooting,2012-12-02T00:00:00,26,Downsview-Roding-CFB (26),458,"{'type': 'MultiPoint', 'coordinates': [[-79.48368863, 43.73358135]]}"
459,4471737,2012,D53,Other,2012-07-02T00:00:00,67,Playter Estates-Danforth (67),459,"{'type': 'MultiPoint', 'coordinates': [[-79.35838259, 43.67841608]]}"
460,4844185,2012,D51,Stabbing,2012-12-20T00:00:00,71,Cabbagetown-South St.James Town (71),460,"{'type': 'MultiPoint', 'coordinates': [[-79.37373773, 43.66729501]]}"
461,1799882,2012,D22,Other,2012-07-03T00:00:00,12,Markland Wood (12),461,"{'type': 'MultiPoint', 'coordinates': [[-79.58272088, 43.63326753]]}"
462,1799887,2012,D22,Shooting,2012-11-29T00:00:00,12,Markland Wood (12),462,"{'type': 'MultiPoint', 'coordinates': [[-79.58272088, 43.63326753]]}"
463,3757791,2010,D41,Shooting,2010-07-06T00:00:00,126,Dorset Park (126),463,"{'type': 'MultiPoint', 'coordinates': [[-79.2666245, 43.7558986]]}"
464,3360930,2010,D52,Shooting,2010-07-10T00:00:00,78,Kensington-Chinatown (78),464,"{'type': 'MultiPoint', 'coordinates': [[-79.39775289, 43.65225944]]}"
465,3831826,2010,D41,Stabbing,2010-07-14T00:00:00,127,Bendale (127),465,"{'type': 'MultiPoint', 'coordinates': [[-79.24671822, 43.75526214]]}"
466,3587228,2010,D54,Shooting,2010-07-13T00:00:00,44,Flemingdon Park (44),466,"{'type': 'MultiPoint', 'coordinates': [[-79.32961375, 43.71531155]]}"
467,3686077,2010,D42,Shooting,2010-07-16T00:00:00,128,Agincourt South-Malvern West (128),467,"{'type': 'MultiPoint', 'coordinates': [[-79.25908224, 43.78740907]]}"
468,3520868,2010,D31,Shooting,2010-07-30T00:00:00,25,Glenfield-Jane Heights (25),468,"{'type': 'MultiPoint', 'coordinates': [[-79.50684467, 43.74032482]]}"
469,3804848,2010,D23,Shooting,2010-07-30T00:00:00,1,West Humber-Clairville (1),469,"{'type': 'MultiPoint', 'coordinates': [[-79.61177392, 43.73168881]]}"
470,3883110,2010,D54,Stabbing,2010-07-31T00:00:00,44,Flemingdon Park (44),470,"{'type': 'MultiPoint', 'coordinates': [[-79.33491684, 43.71873068]]}"
471,3436989,2010,D22,Shooting,2010-08-14T00:00:00,14,Islington-City Centre West (14),471,"{'type': 'MultiPoint', 'coordinates': [[-79.5307612, 43.64465526]]}"
472,3577793,2010,D51,Shooting,2010-08-14T00:00:00,74,North St.James Town (74),472,"{'type': 'MultiPoint', 'coordinates': [[-79.37575001, 43.6696557]]}"
473,3773675,2010,D32,Shooting,2010-08-24T00:00:00,32,Englemount-Lawrence (32),473,"{'type': 'MultiPoint', 'coordinates': [[-79.43961988, 43.7242877]]}"
474,3412926,2010,D14,Stabbing,2010-08-27T00:00:00,83,Dufferin Grove (83),474,"{'type': 'MultiPoint', 'coordinates': [[-79.4401546, 43.65143188]]}"
475,3528531,2010,D43,Shooting,2010-09-10T00:00:00,137,Woburn (137),475,"{'type': 'MultiPoint', 'coordinates': [[-79.23198064, 43.75931509]]}"
476,3836758,2010,D31,Shooting,2010-09-12T00:00:00,24,Black Creek (24),476,"{'type': 'MultiPoint', 'coordinates': [[-79.5187813, 43.7619181]]}"
477,3905801,2010,D23,Stabbing,2010-09-25T00:00:00,8,Humber Heights-Westmount (8),477,"{'type': 'MultiPoint', 'coordinates': [[-79.51310887, 43.6868507]]}"
478,3793509,2010,D51,Other,2010-08-29T00:00:00,90,Junction Area (90),478,"{'type': 'MultiPoint', 'coordinates': [[-79.47353874, 43.66633533]]}"
479,3708472,2010,D12,Shooting,2010-09-29T00:00:00,113,Weston (113),479,"{'type': 'MultiPoint', 'coordinates': [[-79.51127669, 43.69834448]]}"
480,3708472,2010,D12,Shooting,2010-09-29T00:00:00,113,Weston (113),480,"{'type': 'MultiPoint', 'coordinates': [[-79.51127669, 43.69834448]]}"
481,3834477,2010,D14,Shooting,2010-10-04T00:00:00,85,South Parkdale (85),481,"{'type': 'MultiPoint', 'coordinates': [[-79.43328064, 43.63375092]]}"
482,2896399,2010,D41,Other,2010-07-09T00:00:00,43,Victoria Village (43),482,"{'type': 'MultiPoint', 'coordinates': [[-79.30842382, 43.73879902]]}"
483,3633942,2010,D31,Shooting,2010-10-04T00:00:00,24,Black Creek (24),483,"{'type': 'MultiPoint', 'coordinates': [[-79.51542321, 43.75786892]]}"
484,3561941,2010,D51,Shooting,2010-10-09T00:00:00,72,Regent Park (72),484,"{'type': 'MultiPoint', 'coordinates': [[-79.35903709, 43.66034198]]}"
485,3561941,2010,D51,Shooting,2010-10-09T00:00:00,72,Regent Park (72),485,"{'type': 'MultiPoint', 'coordinates': [[-79.35903709, 43.66034198]]}"
486,3520082,2010,D41,Shooting,2010-10-17T00:00:00,121,Oakridge (121),486,"{'type': 'MultiPoint', 'coordinates': [[-79.27695418, 43.70239572]]}"
487,3772354,2010,D51,Shooting,2010-10-25T00:00:00,72,Regent Park (72),487,"{'type': 'MultiPoint', 'coordinates': [[-79.36198608, 43.65760269]]}"
488,3355708,2010,D55,Stabbing,2010-10-27T00:00:00,70,South Riverdale (70),488,"{'type': 'MultiPoint', 'coordinates': [[-79.35371098, 43.66367584]]}"
489,3911901,2010,D32,Shooting,2010-11-17T00:00:00,37,Willowdale West (37),489,"{'type': 'MultiPoint', 'coordinates': [[-79.41453732, 43.77170402]]}"
490,3929126,2010,D33,Shooting,2010-11-20T00:00:00,47,Don Valley Village (47),490,"{'type': 'MultiPoint', 'coordinates': [[-79.35298795, 43.78734504]]}"
491,3988019,2010,D31,Shooting,2010-11-22T00:00:00,25,Glenfield-Jane Heights (25),491,"{'type': 'MultiPoint', 'coordinates': [[-79.50336044, 43.74107688]]}"
492,3904746,2010,D43,Shooting,2010-11-24T00:00:00,137,Woburn (137),492,"{'type': 'MultiPoint', 'coordinates': [[-79.22909022, 43.76100951]]}"
493,3845292,2010,D52,Other,2010-11-27T00:00:00,77,Waterfront Communities-The Island (77),493,"{'type': 'MultiPoint', 'coordinates': [[-79.39175463, 43.64474761]]}"
494,3878370,2010,D51,Shooting,2010-11-29T00:00:00,72,Regent Park (72),494,"{'type': 'MultiPoint', 'coordinates': [[-79.35812204, 43.66119775]]}"
495,4003542,2010,D55,Other,2010-12-02T00:00:00,62,East End-Danforth (62),495,"{'type': 'MultiPoint', 'coordinates': [[-79.30011602, 43.68394954]]}"
496,4016091,2010,D12,Shooting,2010-12-25T00:00:00,111,Rockcliffe-Smythe (111),496,"{'type': 'MultiPoint', 'coordinates': [[-79.48835408, 43.67138165]]}"
497,3561930,2010,D51,Other,2010-08-08T00:00:00,71,Cabbagetown-South St.James Town (71),497,"{'type': 'MultiPoint', 'coordinates': [[-79.36859203, 43.66587501]]}"
498,3912797,2010,D12,Other,2010-09-12T00:00:00,30,Brookhaven-Amesbury (30),498,"{'type': 'MultiPoint', 'coordinates': [[-79.49012495, 43.69643015]]}"
499,3801763,2010,D43,Other,2010-05-25T00:00:00,137,Woburn (137),499,"{'type': 'MultiPoint', 'coordinates': [[-79.20674685, 43.76679837]]}"
500,4821260,2013,D31,Stabbing,2013-01-01T00:00:00,27,York University Heights (27),500,"{'type': 'MultiPoint', 'coordinates': [[-79.49460855, 43.77771807]]}"
501,4842775,2013,D51,Shooting,2013-01-18T00:00:00,72,Regent Park (72),501,"{'type': 'MultiPoint', 'coordinates': [[-79.35903709, 43.66034198]]}"
502,4724330,2013,D23,Other,2013-01-19T00:00:00,7,Willowridge-Martingrove-Richview (7),502,"{'type': 'MultiPoint', 'coordinates': [[-79.56839514, 43.67571392]]}"
503,1148137,2005,D52,Shooting,2005-07-31T00:00:00,76,Bay Street Corridor (76),503,"{'type': 'MultiPoint', 'coordinates': [[-79.38154682, 43.65790792]]}"
504,1041793,2005,D23,Shooting,2005-08-03T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),504,"{'type': 'MultiPoint', 'coordinates': [[-79.5825711, 43.73397143]]}"
505,2428060,2008,D42,Shooting,2008-02-17T00:00:00,132,Malvern (132),505,"{'type': 'MultiPoint', 'coordinates': [[-79.23051942, 43.81357662]]}"
506,2377423,2008,D43,Shooting,2008-02-22T00:00:00,137,Woburn (137),506,"{'type': 'MultiPoint', 'coordinates': [[-79.21137563, 43.76372753]]}"
507,1102449,2005,D42,Shooting,2005-08-05T00:00:00,117,L'Amoreaux (117),507,"{'type': 'MultiPoint', 'coordinates': [[-79.33308972, 43.79817569]]}"
508,2604028,2008,D14,Other,2008-02-23T00:00:00,81,Trinity-Bellwoods (81),508,"{'type': 'MultiPoint', 'coordinates': [[-79.40914548, 43.64788984]]}"
509,1068304,2005,D51,Shooting,2005-08-07T00:00:00,71,Cabbagetown-South St.James Town (71),509,"{'type': 'MultiPoint', 'coordinates': [[-79.37547981, 43.66574074]]}"
510,2651936,2008,D32,Other,2008-02-28T00:00:00,33,Clanton Park (33),510,"{'type': 'MultiPoint', 'coordinates': [[-79.4567098, 43.7516636]]}"
511,1068304,2005,D51,Shooting,2005-08-07T00:00:00,71,Cabbagetown-South St.James Town (71),511,"{'type': 'MultiPoint', 'coordinates': [[-79.37547981, 43.66574074]]}"
512,2704738,2008,D32,Shooting,2008-03-14T00:00:00,31,Yorkdale-Glen Park (31),512,"{'type': 'MultiPoint', 'coordinates': [[-79.44819077, 43.71911297]]}"
513,985817,2005,D23,Shooting,2005-08-13T00:00:00,8,Humber Heights-Westmount (8),513,"{'type': 'MultiPoint', 'coordinates': [[-79.52055006, 43.69582217]]}"
514,2722663,2008,D22,Stabbing,2008-03-18T00:00:00,13,Etobicoke West Mall (13),514,"{'type': 'MultiPoint', 'coordinates': [[-79.57217757, 43.6523955]]}"
515,1156816,2005,D51,Shooting,2005-08-15T00:00:00,74,North St.James Town (74),515,"{'type': 'MultiPoint', 'coordinates': [[-79.37464369, 43.66709416]]}"
516,2371247,2008,D55,Shooting,2008-03-18T00:00:00,70,South Riverdale (70),516,"{'type': 'MultiPoint', 'coordinates': [[-79.34156719, 43.66484383]]}"
517,1072514,2005,D54,Shooting,2005-08-16T00:00:00,44,Flemingdon Park (44),517,"{'type': 'MultiPoint', 'coordinates': [[-79.33491684, 43.71873068]]}"
518,2586161,2008,D14,Stabbing,2008-04-17T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),518,"{'type': 'MultiPoint', 'coordinates': [[-79.44582039, 43.66206473]]}"
519,117846,2005,D41,Other,2005-08-18T00:00:00,127,Bendale (127),519,"{'type': 'MultiPoint', 'coordinates': [[-79.26658403, 43.75812182]]}"
520,2651181,2008,D43,Stabbing,2008-05-04T00:00:00,139,Scarborough Village (139),520,"{'type': 'MultiPoint', 'coordinates': [[-79.21965317, 43.74501856]]}"
521,1183577,2005,D22,Other,2005-08-20T00:00:00,18,New Toronto (18),521,"{'type': 'MultiPoint', 'coordinates': [[-79.50817169, 43.60169138]]}"
522,2743492,2008,D12,Stabbing,2008-04-30T00:00:00,90,Junction Area (90),522,"{'type': 'MultiPoint', 'coordinates': [[-79.46557595, 43.6678626]]}"
523,1189864,2005,D42,Shooting,2005-08-25T00:00:00,139,Scarborough Village (139),523,"{'type': 'MultiPoint', 'coordinates': [[-79.2205216, 43.74283338]]}"
524,2577122,2008,D43,Other,2008-05-04T00:00:00,139,Scarborough Village (139),524,"{'type': 'MultiPoint', 'coordinates': [[-79.21965317, 43.74501856]]}"
525,761120,2005,D31,Shooting,2005-08-30T00:00:00,25,Glenfield-Jane Heights (25),525,"{'type': 'MultiPoint', 'coordinates': [[-79.50948515, 43.73912761]]}"
526,2783886,2008,D33,Stabbing,2008-05-17T00:00:00,42,Banbury-Don Mills (42),526,"{'type': 'MultiPoint', 'coordinates': [[-79.33515215, 43.7312622]]}"
527,1178414,2005,D51,Other,2005-08-31T00:00:00,73,Moss Park (73),527,"{'type': 'MultiPoint', 'coordinates': [[-79.37008264, 43.65616228]]}"
528,2783886,2008,D33,Other,2008-05-17T00:00:00,42,Banbury-Don Mills (42),528,"{'type': 'MultiPoint', 'coordinates': [[-79.33515215, 43.7312622]]}"
529,1389771,2005,D33,Stabbing,2005-09-06T00:00:00,42,Banbury-Don Mills (42),529,"{'type': 'MultiPoint', 'coordinates': [[-79.34361537, 43.74027402]]}"
530,2853575,2008,D42,Shooting,2008-05-28T00:00:00,132,Malvern (132),530,"{'type': 'MultiPoint', 'coordinates': [[-79.2138906, 43.81054648]]}"
531,1101797,2005,D31,Shooting,2005-09-08T00:00:00,28,Rustic (28),531,"{'type': 'MultiPoint', 'coordinates': [[-79.50223372, 43.70492158]]}"
532,2855091,2008,D42,Shooting,2008-05-28T00:00:00,118,Tam O'Shanter-Sullivan (118),532,"{'type': 'MultiPoint', 'coordinates': [[-79.29712101, 43.78411259]]}"
533,739598,2005,D14,Shooting,2005-09-09T00:00:00,82,Niagara (82),533,"{'type': 'MultiPoint', 'coordinates': [[-79.39916285, 43.63523601]]}"
534,2709711,2008,D54,Shooting,2008-05-30T00:00:00,43,Victoria Village (43),534,"{'type': 'MultiPoint', 'coordinates': [[-79.29924592, 43.71667004]]}"
535,1096519,2005,D31,Shooting,2005-09-10T00:00:00,24,Black Creek (24),535,"{'type': 'MultiPoint', 'coordinates': [[-79.51472666, 43.76721178]]}"
536,2615345,2008,D55,Shooting,2008-02-25T00:00:00,62,East End-Danforth (62),536,"{'type': 'MultiPoint', 'coordinates': [[-79.30635905, 43.68597881]]}"
537,1203047,2005,D31,Shooting,2005-09-13T00:00:00,25,Glenfield-Jane Heights (25),537,"{'type': 'MultiPoint', 'coordinates': [[-79.51630349, 43.75189346]]}"
538,2555616,2008,D14,Shooting,2008-06-13T00:00:00,82,Niagara (82),538,"{'type': 'MultiPoint', 'coordinates': [[-79.4094396, 43.645012]]}"
539,1139553,2005,D14,Shooting,2005-09-16T00:00:00,85,South Parkdale (85),539,"{'type': 'MultiPoint', 'coordinates': [[-79.4346862, 43.63746024]]}"
540,2555616,2008,D14,Shooting,2008-06-13T00:00:00,82,Niagara (82),540,"{'type': 'MultiPoint', 'coordinates': [[-79.4094396, 43.645012]]}"
541,1156513,2005,D23,Shooting,2005-09-16T00:00:00,5,Elms-Old Rexdale (5),541,"{'type': 'MultiPoint', 'coordinates': [[-79.54932451, 43.72729069]]}"
542,1156513,2005,D23,Shooting,2005-09-16T00:00:00,5,Elms-Old Rexdale (5),542,"{'type': 'MultiPoint', 'coordinates': [[-79.54932451, 43.72729069]]}"
543,1156513,2005,D23,Shooting,2005-09-16T00:00:00,5,Elms-Old Rexdale (5),543,"{'type': 'MultiPoint', 'coordinates': [[-79.54932451, 43.72729069]]}"
544,1228892,2005,D54,Other,2005-09-22T00:00:00,58,Old East York (58),544,"{'type': 'MultiPoint', 'coordinates': [[-79.33522424, 43.69454508]]}"
545,1141576,2005,D42,Stabbing,2005-10-01T00:00:00,136,West Hill (136),545,"{'type': 'MultiPoint', 'coordinates': [[-79.16259051, 43.77039183]]}"
546,1325246,2005,D23,Shooting,2005-10-22T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),546,"{'type': 'MultiPoint', 'coordinates': [[-79.58849474, 43.73869605]]}"
547,1265274,2005,D23,Shooting,2005-10-23T00:00:00,1,West Humber-Clairville (1),547,"{'type': 'MultiPoint', 'coordinates': [[-79.59166379, 43.73677452]]}"
548,1265274,2005,D23,Shooting,2005-10-23T00:00:00,1,West Humber-Clairville (1),548,"{'type': 'MultiPoint', 'coordinates': [[-79.59166379, 43.73677452]]}"
549,1317338,2005,D42,Shooting,2005-11-01T01:00:00,117,L'Amoreaux (117),549,"{'type': 'MultiPoint', 'coordinates': [[-79.33308972, 43.79817569]]}"
550,1345445,2005,D13,Shooting,2005-11-09T00:00:00,107,Oakwood Village (107),550,"{'type': 'MultiPoint', 'coordinates': [[-79.44275361, 43.69730275]]}"
551,1356083,2005,D32,Stabbing,2005-11-12T00:00:00,51,Willowdale East (51),551,"{'type': 'MultiPoint', 'coordinates': [[-79.40653241, 43.75650092]]}"
552,1322417,2005,D12,Shooting,2005-11-14T00:00:00,91,Weston-Pellam Park (91),552,"{'type': 'MultiPoint', 'coordinates': [[-79.46359187, 43.6807223]]}"
553,1258191,2005,D23,Shooting,2005-11-18T00:00:00,1,West Humber-Clairville (1),553,"{'type': 'MultiPoint', 'coordinates': [[-79.59417116, 43.7419265]]}"
554,1293148,2005,D54,Other,2005-11-02T01:00:00,54,O'Connor-Parkview (54),554,"{'type': 'MultiPoint', 'coordinates': [[-79.30153584, 43.71530584]]}"
555,1337264,2005,D41,Stabbing,2005-11-26T00:00:00,126,Dorset Park (126),555,"{'type': 'MultiPoint', 'coordinates': [[-79.27787067, 43.74546157]]}"
556,1428567,2005,D11,Shooting,2005-11-29T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),556,"{'type': 'MultiPoint', 'coordinates': [[-79.44864601, 43.65957709]]}"
557,812174,2005,D31,Other,2005-01-26T00:00:00,24,Black Creek (24),557,"{'type': 'MultiPoint', 'coordinates': [[-79.52138662, 43.77320849]]}"
558,1440086,2005,D31,Shooting,2005-12-01T00:00:00,21,Humber Summit (21),558,"{'type': 'MultiPoint', 'coordinates': [[-79.54378089, 43.77293638]]}"
559,1283750,2005,D14,Other,2005-11-05T01:00:00,85,South Parkdale (85),559,"{'type': 'MultiPoint', 'coordinates': [[-79.43240631, 43.63969174]]}"
560,1439907,2005,D53,Other,2005-12-16T00:00:00,102,Forest Hill North (102),560,"{'type': 'MultiPoint', 'coordinates': [[-79.42681602, 43.707106]]}"
561,1443414,2005,D31,Shooting,2005-12-23T00:00:00,25,Glenfield-Jane Heights (25),561,"{'type': 'MultiPoint', 'coordinates': [[-79.51665231, 43.75185692]]}"
562,1229258,2005,D52,Shooting,2005-12-26T00:00:00,64,Woodbine Corridor (64),562,"{'type': 'MultiPoint', 'coordinates': [[-79.31762961, 43.68462674]]}"
563,1158528,2005,D32,Stabbing,2005-09-19T00:00:00,33,Clanton Park (33),563,"{'type': 'MultiPoint', 'coordinates': [[-79.44004489, 43.73610985]]}"
564,1003568,2005,D42,Other,2005-01-24T00:00:00,116,Steeles (116),564,"{'type': 'MultiPoint', 'coordinates': [[-79.33210658, 43.80721233]]}"
565,1426456,2006,D13,Shooting,2006-01-01T00:00:00,108,Briar Hill-Belgravia (108),565,"{'type': 'MultiPoint', 'coordinates': [[-79.4472933, 43.69635948]]}"
566,1557753,2006,D32,Other,2006-01-26T00:00:00,39,Bedford Park-Nortown (39),566,"{'type': 'MultiPoint', 'coordinates': [[-79.41488062, 43.73518176]]}"
567,1361475,2006,D31,Shooting,2006-02-06T00:00:00,25,Glenfield-Jane Heights (25),567,"{'type': 'MultiPoint', 'coordinates': [[-79.50171299, 43.74506703]]}"
568,1624304,2006,D42,Stabbing,2006-02-09T00:00:00,117,L'Amoreaux (117),568,"{'type': 'MultiPoint', 'coordinates': [[-79.33034213, 43.79670177]]}"
569,1624304,2006,D42,Stabbing,2006-02-09T00:00:00,117,L'Amoreaux (117),569,"{'type': 'MultiPoint', 'coordinates': [[-79.33034213, 43.79670177]]}"
570,1624304,2006,D42,Stabbing,2006-02-09T00:00:00,117,L'Amoreaux (117),570,"{'type': 'MultiPoint', 'coordinates': [[-79.33034213, 43.79670177]]}"
571,1511490,2006,D54,Stabbing,2006-02-08T00:00:00,44,Flemingdon Park (44),571,"{'type': 'MultiPoint', 'coordinates': [[-79.33491684, 43.71873068]]}"
572,1559867,2006,D54,Other,2006-03-02T00:00:00,61,Taylor-Massey (61),572,"{'type': 'MultiPoint', 'coordinates': [[-79.29247781, 43.69286384]]}"
573,1597252,2006,D43,Other,2006-03-04T00:00:00,134,Highland Creek (134),573,"{'type': 'MultiPoint', 'coordinates': [[-79.17434848, 43.79272]]}"
574,1640987,2006,D31,Shooting,2006-03-12T00:00:00,22,Humbermede (22),574,"{'type': 'MultiPoint', 'coordinates': [[-79.54518685, 43.74788175]]}"
575,1591256,2006,D43,Shooting,2006-03-14T01:00:00,139,Scarborough Village (139),575,"{'type': 'MultiPoint', 'coordinates': [[-79.21887335, 43.74318039]]}"
576,1479234,2006,D51,Shooting,2006-03-20T01:00:00,71,Cabbagetown-South St.James Town (71),576,"{'type': 'MultiPoint', 'coordinates': [[-79.37373773, 43.66729501]]}"
577,1570672,2006,D12,Shooting,2006-03-27T01:00:00,115,Mount Dennis (115),577,"{'type': 'MultiPoint', 'coordinates': [[-79.49087817, 43.6875723]]}"
578,1671071,2006,D31,Shooting,2006-03-27T01:00:00,25,Glenfield-Jane Heights (25),578,"{'type': 'MultiPoint', 'coordinates': [[-79.50715447, 43.74847366]]}"
579,1578377,2006,D31,Other,2006-04-07T00:00:00,22,Humbermede (22),579,"{'type': 'MultiPoint', 'coordinates': [[-79.54903544, 43.7506496]]}"
