ID,YEAR,DATE,DIVISION,HOMICIDE_TYPE,NEIGHBORHOOD,MONTH
4613667,2012,2012-10-29T00:00:00Z,D14,Stabbing,South Parkdale (85),Oct
4754900,2012,2012-10-30T00:00:00Z,D12,Shooting,Mount Dennis (115),Oct
4695122,2012,2012-11-11T00:00:00Z,D14,Shooting,Kensington-Chinatown (78),Nov
4664511,2012,2012-11-12T00:00:00Z,D23,Other,Mount Olive-Silverstone-Jamestown (2),Nov
4559977,2012,2012-11-14T00:00:00Z,D55,Other,Woodbine Corridor (64),Nov
4545660,2012,2012-11-17T00:00:00Z,D54,Stabbing,Banbury-Don Mills (42),Nov
4672379,2012,2012-12-02T00:00:00Z,D31,Shooting,Downsview-Roding-CFB (26),Dec
4471737,2012,2012-07-02T00:00:00Z,D53,Other,Playter Estates-Danforth (67),Jul
4844185,2012,2012-12-20T00:00:00Z,D51,Stabbing,Cabbagetown-South St.James Town (71),Dec
1799882,2012,2012-07-03T00:00:00Z,D22,Other,Markland Wood (12),Jul
1799887,2012,2012-11-29T00:00:00Z,D22,Shooting,Markland Wood (12),Nov
4821260,2013,2013-01-01T00:00:00Z,D31,Stabbing,York University Heights (27),Jan
4842775,2013,2013-01-18T00:00:00Z,D51,Shooting,Regent Park (72),Jan
4724330,2013,2013-01-19T00:00:00Z,D23,Other,Willowridge-Martingrove-Richview (7),Jan
GO-20172060242,2017,2017-11-14T00:00:00Z,D12,Stabbing,Weston (113),Nov
4140412,2011,2011-10-17T00:00:00Z,D41,Other,Clairlea-Birchmount (120),Oct
GO-20173043943,2017,2017-11-21T00:00:00Z,D42,Shooting,Rouge (131),Nov
3405116,2011,2011-10-07T00:00:00Z,D14,Other,Little Portugal (84),Oct
GO-20173121720,2017,2017-12-04T00:00:00Z,D43,Shooting,Scarborough Village (139),Dec
4913786,2013,2013-02-24T00:00:00Z,D31,Shooting,Humber Summit (21),Feb
GO-20173095559,2017,2017-11-29T00:00:00Z,D51,Other,Church-Yonge Corridor (75),Nov
5000885,2013,2013-06-16T00:00:00Z,D32,Shooting,Willowdale East (51),Jun
GO-20173140530,2017,2017-12-06T00:00:00Z,D43,Other,Centennial Scarborough (133),Dec
GO-20131032372,2013,2013-11-24T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Nov
GO-20172057548,2017,2017-11-13T00:00:00Z,D51,Shooting,Moss Park (73),Nov
GO-20173181653,2017,2017-12-12T00:00:00Z,D42,Other,Malvern (132),Dec
GO-20143392120,2014,2014-11-29T00:00:00Z,D53,Stabbing,Thorncliffe Park (55),Nov
GO-20173205177,2017,2017-12-16T00:00:00Z,D51,Shooting,Waterfront Communities-The Island (77),Dec
GO-20143392120,2014,2014-11-29T00:00:00Z,D53,Stabbing,Thorncliffe Park (55),Nov
GO-201817532,2018,2018-01-03T00:00:00Z,D23,Other,Willowridge-Martingrove-Richview (7),Jan
GO-20143392120,2014,2014-11-29T00:00:00Z,D53,Stabbing,Thorncliffe Park (55),Nov
GO-201854152,2018,2018-01-09T00:00:00Z,D23,Shooting,Humber Heights-Westmount (8),Jan
GO-20143310199,2014,2014-11-16T00:00:00Z,D52,Shooting,Bay Street Corridor (76),Nov
GO-20143420091,2014,2014-12-01T00:00:00Z,D51,Stabbing,Cabbagetown-South St.James Town (71),Dec
GO-2018113424,2018,2018-01-19T00:00:00Z,D22,Shooting,Eringate-Centennial-West Deane (11),Jan
GO-20143423102,2014,2014-12-04T00:00:00Z,D41,Stabbing,Bendale (127),Dec
GO-2018113424,2018,2018-01-19T00:00:00Z,D22,Shooting,Eringate-Centennial-West Deane (11),Jan
GO-20143455828,2014,2014-12-09T00:00:00Z,D11,Stabbing,High Park North (88),Dec
GO-2018183793,2018,2018-01-29T00:00:00Z,D51,Stabbing,Bay Street Corridor (76),Jan
GO-20143536404,2014,2014-12-15T00:00:00Z,D14,Other,Little Portugal (84),Dec
GO-2018104863,2017,2017-12-31T00:00:00Z,D53,Other,Thorncliffe Park (55),Dec
GO-201555992,2015,2015-01-10T00:00:00Z,D51,Stabbing,Church-Yonge Corridor (75),Jan
GO-2018104863,2017,2017-12-31T00:00:00Z,D52,Other,Thorncliffe Park (55),Dec
GO-2018104863,2016,2016-04-22T00:00:00Z,D53,Other,Thorncliffe Park (55),Apr
GO-201599853,2015,2015-01-17T00:00:00Z,D32,Stabbing,Newtonbrook East (50),Jan
GO-20173201016,2017,2017-12-15T00:00:00Z,D33,Other,St.Andrew-Windfields (40),Dec
GO-20173201016,2017,2017-12-15T00:00:00Z,D33,Other,St.Andrew-Windfields (40),Dec
GO-2015159448,2015,2015-01-27T00:00:00Z,D32,Shooting,Yorkdale-Glen Park (31),Jan
GO-2018249547,2018,2018-02-08T00:00:00Z,D33,Shooting,Bayview Village (52),Feb
GO-2015179790,2015,2015-01-31T00:00:00Z,D14,Shooting,Kensington-Chinatown (78),Jan
GO-2018289167,2018,2018-02-15T00:00:00Z,D43,Shooting,Highland Creek (134),Feb
GO-2015205271,2015,2015-02-04T00:00:00Z,D41,Other,Clairlea-Birchmount (120),Feb
GO-2018366454,2018,2018-02-26T00:00:00Z,D13,Other,Wychwood (94),Feb
GO-2015346652,2015,2015-02-28T00:00:00Z,D55,Shooting,Woodbine Corridor (64),Feb
GO-2018393677,2018,2018-03-02T00:00:00Z,D31,Shooting,Black Creek (24),Mar
GO-2015346652,2015,2015-02-28T00:00:00Z,D55,Shooting,Woodbine Corridor (64),Feb
GO-2018413955,2018,2018-03-06T00:00:00Z,D33,Stabbing,Parkwoods-Donalda (45),Mar
GO-2015453427,2015,2015-03-17T00:00:00Z,D23,Shooting,Kingsview Village-The Westway (6),Mar
GO-2018444497,2018,2018-03-10T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Mar
GO-2015473322,2015,2015-03-21T00:00:00Z,D23,Stabbing,Willowridge-Martingrove-Richview (7),Mar
GO-2018484039,2018,2018-03-16T00:00:00Z,D23,Shooting,Humber Heights-Westmount (8),Mar
GO-2015457868,2015,2015-03-18T00:00:00Z,D22,Other,Mimico (includes Humber Bay Shores) (17),Mar
GO-2018489653,2018,2018-03-17T00:00:00Z,D32,Shooting,Yorkdale-Glen Park (31),Mar
GO-2015531511,2015,2015-03-30T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Mar
GO-2018489653,2018,2018-03-17T00:00:00Z,D32,Shooting,Yorkdale-Glen Park (31),Mar
GO-2015618195,2015,2015-04-14T00:00:00Z,D13,Other,Corso Italia-Davenport (92),Apr
GO-2018619032,2018,2018-04-06T00:00:00Z,D41,Shooting,Parkwoods-Donalda (45),Apr
GO-2015669864,2015,2015-04-23T00:00:00Z,D41,Stabbing,Birchcliffe-Cliffside (122),Apr
GO-2018639035,2018,2018-04-10T00:00:00Z,D54,Stabbing,Old East York (58),Apr
GO-2015586781,2015,2015-04-09T00:00:00Z,D54,Other,Taylor-Massey (61),Apr
GO-2018711594,2018,2018-04-21T00:00:00Z,D41,Stabbing,Kennedy Park (124),Apr
GO-2015767516,2015,2015-05-08T00:00:00Z,D43,Stabbing,West Hill (136),May
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2015831181,2015,2015-05-19T00:00:00Z,D54,Shooting,Greenwood-Coxwell (65),May
GO-2015819674,2015,2015-05-17T00:00:00Z,D11,Other,Dovercourt-Wallace Emerson-Junction (93),May
GO-2015843494,2015,2015-05-20T00:00:00Z,D11,Shooting,Dovercourt-Wallace Emerson-Junction (93),May
GO-2015870230,2015,2015-05-25T00:00:00Z,D43,Stabbing,Woburn (137),May
GO-2015916307,2015,2015-06-01T00:00:00Z,D43,Shooting,Woburn (137),Jun
GO-2015922149,2015,2015-05-30T00:00:00Z,D54,Stabbing,Woodbine-Lumsden (60),May
GO-2015926649,2015,2015-06-03T00:00:00Z,D51,Stabbing,Church-Yonge Corridor (75),Jun
GO-2015988808,2015,2015-06-12T00:00:00Z,D12,Other,Rockcliffe-Smythe (111),Jun
GO-20151086599,2015,2015-06-28T00:00:00Z,D14,Shooting,Little Portugal (84),Jun
GO-20151086599,2015,2015-06-28T00:00:00Z,D14,Shooting,Little Portugal (84),Jun
GO-20151182401,2015,2015-07-12T00:00:00Z,D43,Stabbing,Cliffcrest (123),Jul
GO-20151178239,2015,2015-07-10T00:00:00Z,D13,Other,Dovercourt-Wallace Emerson-Junction (93),Jul
GO-20151325557,2015,2015-08-03T00:00:00Z,D51,Stabbing,North St.James Town (74),Aug
GO-20151330701,2015,2015-08-04T00:00:00Z,D14,Shooting,Niagara (82),Aug
GO-20151330701,2015,2015-08-04T00:00:00Z,D14,Shooting,Niagara (82),Aug
GO-20151352151,2015,2015-08-07T00:00:00Z,D12,Stabbing,Weston-Pellam Park (91),Aug
GO-20151362027,2015,2015-08-09T00:00:00Z,D52,Shooting,Bay Street Corridor (76),Aug
GO-20151423810,2015,2015-08-19T00:00:00Z,D51,Shooting,Moss Park (73),Aug
GO-20151428790,2015,2015-08-19T00:00:00Z,D12,Shooting,Rustic (28),Aug
GO-20151158745,2015,2015-07-09T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Jul
GO-20151536584,2015,2015-09-06T00:00:00Z,D12,Stabbing,Rockcliffe-Smythe (111),Sep
GO-20151577444,2015,2015-09-12T00:00:00Z,D43,Stabbing,West Hill (136),Sep
GO-20151641806,2015,2015-09-22T00:00:00Z,D43,Stabbing,Morningside (135),Sep
GO-20151692243,2015,2015-10-01T00:00:00Z,D43,Shooting,Highland Creek (134),Oct
GO-20151791234,2015,2015-10-17T00:00:00Z,D23,Shooting,West Humber-Clairville (1),Oct
GO-20151869657,2015,2015-10-31T00:00:00Z,D51,Shooting,Bay Street Corridor (76),Oct
GO-20151899333,2015,2015-11-04T00:00:00Z,D53,Shooting,Thorncliffe Park (55),Nov
GO-20151783770,2015,2015-11-10T00:00:00Z,D55,Other,Woodbine Corridor (64),Nov
GO-20151939320,2015,2015-11-10T00:00:00Z,D41,Other,Clairlea-Birchmount (120),Nov
GO-20151947851,2015,2015-11-13T00:00:00Z,D51,Stabbing,Cabbagetown-South St.James Town (71),Nov
GO-20151950148,2015,2015-11-13T00:00:00Z,D42,Stabbing,Tam O'Shanter-Sullivan (118),Nov
GO-20151975144,2015,2015-11-17T00:00:00Z,D23,Shooting,West Humber-Clairville (1),Nov
GO-20152050482,2015,2015-11-30T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Nov
GO-20152123843,2015,2015-12-11T00:00:00Z,D52,Shooting,Waterfront Communities-The Island (77),Dec
GO-20152125474,2015,2015-12-11T00:00:00Z,D33,Shooting,Henry Farm (53),Dec
GO-20152151120,2015,2015-12-15T00:00:00Z,D51,Stabbing,Bay Street Corridor (76),Dec
GO-20152149617,2015,2015-12-15T00:00:00Z,D31,Shooting,Humber Summit (21),Dec
GO-20152123328,2015,2015-12-11T00:00:00Z,D52,Stabbing,Bay Street Corridor (76),Dec
GO-20152071129,2015,2015-11-28T00:00:00Z,D41,Other,Oakridge (121),Nov
GO-20152180756,2015,2015-12-20T00:00:00Z,D13,Other,Humewood-Cedarvale (106),Dec
GO-20152229877,2015,2015-12-30T00:00:00Z,D53,Other,Yonge-Eglinton (100),Dec
GO-201620700,2016,2016-01-04T00:00:00Z,D54,Shooting,Taylor-Massey (61),Jan
GO-201698593,2016,2016-01-17T00:00:00Z,D32,Other,Newtonbrook East (50),Jan
GO-2016119350,2016,2016-01-20T00:00:00Z,D22,Shooting,Princess-Rosethorn (10),Jan
GO-2016120610,2016,2016-01-20T00:00:00Z,D42,Shooting,L'Amoreaux (117),Jan
GO-2016108786,2016,2016-01-19T00:00:00Z,D22,Shooting,New Toronto (18),Jan
GO-2016139786,2016,2016-01-24T00:00:00Z,D43,Shooting,Bendale (127),Jan
GO-2016173014,2016,2016-01-29T00:00:00Z,D13,Shooting,Yorkdale-Glen Park (31),Jan
GO-2016181573,2016,2016-01-31T00:00:00Z,D14,Shooting,Kensington-Chinatown (78),Jan
GO-2016175803,2016,2016-01-30T00:00:00Z,D23,Other,Mount Olive-Silverstone-Jamestown (2),Jan
GO-2016181573,2016,2016-01-31T00:00:00Z,D14,Shooting,Kensington-Chinatown (78),Jan
GO-2016204501,2016,2016-02-03T00:00:00Z,D22,Stabbing,Etobicoke West Mall (13),Feb
GO-2016225259,2016,2016-02-07T00:00:00Z,D54,Other,O'Connor-Parkview (54),Feb
GO-2016235777,2016,2016-02-09T00:00:00Z,D12,Stabbing,Weston (113),Feb
GO-2016345475,2016,2016-02-27T00:00:00Z,D41,Stabbing,Clairlea-Birchmount (120),Feb
GO-2016354140,2016,2016-02-28T00:00:00Z,D23,Shooting,Humber Heights-Westmount (8),Feb
GO-2016359352,2016,2016-02-29T00:00:00Z,D11,Shooting,Scarborough Village (139),Feb
GO-2016317425,2016,2016-02-22T00:00:00Z,D43,Other,Scarborough Village (139),Feb
GO-2016265129,2016,2016-03-04T00:00:00Z,D52,Other,Kensington-Chinatown (78),Mar
GO-2016481311,2016,2016-03-20T00:00:00Z,D42,Shooting,L'Amoreaux (117),Mar
GO-2016491854,2016,2016-03-22T00:00:00Z,D12,Other,Pelmo Park-Humberlea (23),Mar
GO-2016500861,2016,2016-03-23T00:00:00Z,D55,Shooting,South Riverdale (70),Mar
GO-2016556458,2016,2016-04-02T00:00:00Z,D51,Shooting,Moss Park (73),Apr
GO-2016602150,2016,2016-04-09T00:00:00Z,D31,Other,York University Heights (27),Apr
GO-2016630918,2016,2016-04-13T00:00:00Z,D53,Shooting,Bay Street Corridor (76),Apr
GO-2016632371,2016,2016-04-14T00:00:00Z,D22,Shooting,Mimico (includes Humber Bay Shores) (17),Apr
GO-2016652097,2016,2016-04-17T00:00:00Z,D54,Shooting,Greenwood-Coxwell (65),Apr
GO-2016734521,2016,2016-04-29T00:00:00Z,D41,Shooting,Wexford/Maryvale (119),Apr
GO-2016734521,2016,2016-04-29T00:00:00Z,D41,Shooting,Wexford/Maryvale (119),Apr
GO-2016838159,2016,2016-05-15T00:00:00Z,D23,Shooting,West Humber-Clairville (1),May
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018725711,2018,2018-04-23T00:00:00Z,D32,Other,Lansing-Westgate (38),Apr
GO-2018813479,2018,2018-05-06T00:00:00Z,D41,Stabbing,Birchcliffe-Cliffside (122),May
GO-2018821806,2018,2018-05-07T00:00:00Z,D22,Shooting,Princess-Rosethorn (10),May
GO-2018907125,2018,2018-05-20T00:00:00Z,D43,Shooting,Morningside (135),May
GO-2018911506,2018,2018-05-20T00:00:00Z,D52,Shooting,Bay Street Corridor (76),May
GO-2018929488,2018,2018-05-23T00:00:00Z,D14,Stabbing,Annex (95),May
GO-2018946587,2018,2018-05-25T00:00:00Z,D54,Other,Broadview North (57),May
GO-2018945776,2018,2018-05-25T00:00:00Z,D55,Stabbing,East End-Danforth (62),May
GO-2018958547,2018,2018-05-28T00:00:00Z,D42,Shooting,Malvern (132),May
GO-2018965463,2018,2018-05-28T00:00:00Z,D53,Shooting,Annex (95),May
GO-2018979942,2018,2018-05-30T00:00:00Z,D52,Shooting,Bay Street Corridor (76),May
GO-20181021340,2018,2018-06-05T00:00:00Z,D22,Shooting,New Toronto (18),Jun
GO-20181046556,2018,2018-06-09T00:00:00Z,D11,Stabbing,Little Portugal (84),Jun
GO-20181066328,2018,2018-06-09T00:00:00Z,D14,Other,Niagara (82),Jun
GO-20181075301,2018,2018-06-13T00:00:00Z,D11,Other,Roncesvalles (86),Jun
GO-20181091522,2018,2018-06-16T00:00:00Z,D41,Stabbing,Cliffcrest (123),Jun
GO-20181106259,2018,2018-06-18T00:00:00Z,D53,Other,Church-Yonge Corridor (75),Jun
GO-20181146367,2018,2018-06-24T00:00:00Z,D32,Shooting,Englemount-Lawrence (32),Jun
GO-20181146418,2018,2018-06-24T00:00:00Z,D23,Shooting,Thistletown-Beaumond Heights (3),Jun
GO-20181146418,2018,2018-06-24T00:00:00Z,D23,Shooting,Thistletown-Beaumond Heights (3),Jun
GO-20181142174,2018,2018-06-23T00:00:00Z,D23,Stabbing,West Humber-Clairville (1),Jun
GO-20181152121,2018,2018-06-25T00:00:00Z,D51,Shooting,Moss Park (73),Jun
GO-20181191880,2018,2018-06-30T00:00:00Z,D52,Shooting,Waterfront Communities-The Island (77),Jun
GO-20181191880,2018,2018-06-30T00:00:00Z,D52,Shooting,Waterfront Communities-The Island (77),Jun
GO-20181194072,2018,2018-07-01T00:00:00Z,D54,Stabbing,Blake-Jones (69),Jul
GO-20181198918,2018,2018-07-01T00:00:00Z,D14,Shooting,Kensington-Chinatown (78),Jul
GO-20181240749,2018,2018-07-08T00:00:00Z,D31,Shooting,Black Creek (24),Jul
GO-20181245963,2018,2018-07-09T00:00:00Z,D31,Shooting,Black Creek (24),Jul
GO-20181221507,2018,2018-07-05T00:00:00Z,D41,Other,Clairlea-Birchmount (120),Jul
GO-20181341286,2018,2018-07-23T00:00:00Z,D54,Shooting,North Riverdale (68),Jul
GO-20181329654,2018,2018-07-21T00:00:00Z,D55,Stabbing,South Riverdale (70),Jul
GO-20181341286,2018,2018-07-23T00:00:00Z,D54,Shooting,North Riverdale (68),Jul
GO-20181358001,2018,2018-07-25T00:00:00Z,D31,Shooting,Humber Summit (21),Jul
GO-2018104863,2012,2012-10-18T00:00:00Z,D51,Other,Church-Yonge Corridor (75),Oct
GO-2018104863,2015,2015-10-15T00:00:00Z,D43,Other,Woburn (137),Oct
GO-2018104863,2015,2015-12-14T00:00:00Z,D52,Other,Thorncliffe Park (55),Dec
GO-20181508181,2018,2018-08-15T00:00:00Z,D23,Shooting,West Humber-Clairville (1),Aug
GO-20181526723,2018,2018-08-18T00:00:00Z,D23,Stabbing,Kingsview Village-The Westway (6),Aug
GO-20181527703,2018,2018-08-18T00:00:00Z,D22,Stabbing,Islington-City Centre West (14),Aug
GO-20181528994,2018,2018-08-19T00:00:00Z,D51,Shooting,Moss Park (73),Aug
GO-20181548479,2018,2018-08-22T00:00:00Z,D54,Shooting,Blake-Jones (69),Aug
GO-20181549969,2018,2018-08-22T00:00:00Z,D12,Shooting,Mount Dennis (115),Aug
GO-20181494077,2018,2018-08-13T00:00:00Z,D22,Other,New Toronto (18),Aug
GO-20181562384,2018,2018-08-24T00:00:00Z,D12,Stabbing,Weston (113),Aug
GO-20181564549,2018,2018-08-24T00:00:00Z,D42,Other,Agincourt North (129),Aug
GO-20181599566,2018,2018-08-29T00:00:00Z,D51,Other,Regent Park (72),Aug
GO-20181527703,2018,2018-08-18T00:00:00Z,D22,Stabbing,Islington-City Centre West (14),Aug
GO-20181609974,2018,2018-08-31T00:00:00Z,D41,Shooting,Clairlea-Birchmount (120),Aug
GO-20181622696,2018,2018-09-02T00:00:00Z,D42,Shooting,Malvern (132),Sep
GO-20181626502,2018,2018-09-02T00:00:00Z,D14,Shooting,Niagara (82),Sep
GO-20181665625,2018,2018-09-08T00:00:00Z,D12,Shooting,Weston-Pellam Park (91),Sep
GO-20181668023,2018,2018-09-08T00:00:00Z,D11,Other,Roncesvalles (86),Sep
GO-20181684842,2018,2018-09-11T00:00:00Z,D23,Stabbing,Willowridge-Martingrove-Richview (7),Sep
GO-20181706301,2018,2018-09-14T00:00:00Z,D43,Shooting,Eglinton East (138),Sep
GO-20181733104,2018,2018-09-18T00:00:00Z,D42,Shooting,Agincourt South-Malvern West (128),Sep
GO-20181739446,2018,2018-09-19T00:00:00Z,D32,Stabbing,Newtonbrook West (36),Sep
GO-20181772173,2018,2018-09-24T00:00:00Z,D33,Shooting,Henry Farm (53),Sep
GO-20181777456,2018,2018-09-25T00:00:00Z,D51,Shooting,Regent Park (72),Sep
GO-20181823974,2018,2018-10-02T00:00:00Z,D31,Shooting,York University Heights (27),Oct
GO-20181827810,2018,2018-10-03T00:00:00Z,D42,Shooting,Tam O'Shanter-Sullivan (118),Oct
GO-20181839683,2018,2018-10-04T00:00:00Z,D55,Other,South Riverdale (70),Oct
GO-20181879521,2018,2018-10-11T00:00:00Z,D31,Shooting,Downsview-Roding-CFB (26),Oct
GO-20181939006,2018,2018-10-20T00:00:00Z,D41,Stabbing,Kennedy Park (124),Oct
GO-20181923388,2018,2018-10-18T00:00:00Z,D41,Other,Clairlea-Birchmount (120),Oct
GO-20181887731,2018,2018-10-12T00:00:00Z,D51,Other,Church-Yonge Corridor (75),Oct
GO-20182096419,2018,2018-11-14T00:00:00Z,D31,Shooting,Pelmo Park-Humberlea (23),Nov
GO-20182124586,2018,2018-11-18T00:00:00Z,D43,Shooting,West Hill (136),Nov
GO-20182113063,2018,2018-11-16T00:00:00Z,D51,Other,Moss Park (73),Nov
GO-20182242344,2018,2018-12-06T00:00:00Z,D51,Stabbing,Moss Park (73),Dec
GO-20182280579,2018,2018-12-12T00:00:00Z,D23,Shooting,Kingsview Village-The Westway (6),Dec
GO-20182315055,2018,2018-12-18T00:00:00Z,D31,Shooting,Black Creek (24),Dec
GO-20182320758,2018,2018-12-19T00:00:00Z,D14,Shooting,Waterfront Communities-The Island (77),Dec
GO-20182339244,2018,2018-12-21T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Dec
GO-201930365,2019,2019-01-06T00:00:00Z,D41,Stabbing,Kennedy Park (124),Jan
GO-201954928,2019,2019-01-09T00:00:00Z,D23,Shooting,Rexdale-Kipling (4),Jan
GO-201945560,2019,2019-01-08T00:00:00Z,D41,Stabbing,Clairlea-Birchmount (120),Jan
GO-201969065,2019,2019-01-12T00:00:00Z,D41,Shooting,Dorset Park (126),Jan
GO-2019146683,2019,2019-01-24T00:00:00Z,D12,Stabbing,Rockcliffe-Smythe (111),Jan
GO-2019244561,2019,2019-02-08T00:00:00Z,D51,Shooting,Moss Park (73),Feb
GO-2019272774,2019,2019-02-12T00:00:00Z,D43,Shooting,West Hill (136),Feb
GO-2019281405,2019,2019-02-13T00:00:00Z,D23,Shooting,Rexdale-Kipling (4),Feb
GO-2019258675,2019,2019-02-10T00:00:00Z,D22,Shooting,Mimico (includes Humber Bay Shores) (17),Feb
GO-2019349242,2019,2019-02-24T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Feb
GO-2019400418,2019,2019-03-04T00:00:00Z,D53,Other,Mount Pleasant West (104),Mar
GO-2019449448,2019,2019-03-11T00:00:00Z,D31,Shooting,Downsview-Roding-CFB (26),Mar
GO-2019456465,2019,2019-03-13T00:00:00Z,D11,Other,Weston-Pellam Park (91),Mar
GO-2019494501,2019,2019-03-18T00:00:00Z,D23,Other,Willowridge-Martingrove-Richview (7),Mar
GO-2019499554,2019,2019-03-19T00:00:00Z,D11,Shooting,Dovercourt-Wallace Emerson-Junction (93),Mar
GO-2019424256,2019,2019-03-08T00:00:00Z,D53,Shooting,Yonge-Eglinton (100),Mar
GO-2019649220,2019,2019-04-10T00:00:00Z,D52,Stabbing,Bay Street Corridor (76),Apr
GO-2019677551,2019,2019-04-15T00:00:00Z,D12,Stabbing,Keelesdale-Eglinton West (110),Apr
GO-2019716384,2019,2019-04-21T00:00:00Z,D13,Shooting,Oakwood Village (107),Apr
GO-2019767371,2019,2019-04-28T00:00:00Z,D43,Shooting,Morningside (135),Apr
GO-2019785029,2019,2019-05-01T00:00:00Z,D23,Shooting,West Humber-Clairville (1),May
GO-2019766762,2019,2019-04-28T00:00:00Z,D22,Other,Eringate-Centennial-West Deane (11),Apr
GO-2019798063,2019,2019-05-03T00:00:00Z,D31,Shooting,Humber Summit (21),May
GO-2019819986,2019,2019-05-05T00:00:00Z,D43,Stabbing,Guildwood (140),May
GO-2019928762,2019,2019-05-21T00:00:00Z,D14,Other,Dovercourt-Wallace Emerson-Junction (93),May
GO-20191052988,2019,2019-06-08T00:00:00Z,D52,Stabbing,Bay Street Corridor (76),Jun
GO-20191039892,2019,2019-06-06T00:00:00Z,D51,Other,Church-Yonge Corridor (75),Jun
GO-20191198026,2019,2019-06-27T00:00:00Z,D43,Shooting,West Hill (136),Jun
GO-20191213308,2019,2019-06-30T00:00:00Z,D52,Shooting,Waterfront Communities-The Island (77),Jun
GO-20191206091,2019,2019-06-29T00:00:00Z,D12,Shooting,Mount Dennis (115),Jun
GO-20191206091,2019,2019-06-29T00:00:00Z,D12,Shooting,Mount Dennis (115),Jun
GO-20191191914,2019,2019-06-27T00:00:00Z,D33,Stabbing,Parkwoods-Donalda (45),Jun
GO-20191226977,2019,2019-07-01T00:00:00Z,D51,Other,Moss Park (73),Jul
GO-20191344279,2019,2019-07-18T00:00:00Z,D14,Other,Dufferin Grove (83),Jul
GO-20191445359,2019,2019-08-02T00:00:00Z,D12,Shooting,Rustic (28),Aug
GO-20191492032,2019,2019-08-07T00:00:00Z,D13,Stabbing,Wychwood (94),Aug
GO-20191506357,2019,2019-08-09T00:00:00Z,D54,Shooting,Victoria Village (43),Aug
GO-20191558069,2019,2019-08-16T00:00:00Z,D11,Shooting,High Park-Swansea (87),Aug
GO-20191595863,2019,2019-08-21T00:00:00Z,D12,Shooting,Mount Dennis (115),Aug
GO-20191581564,2019,2019-08-19T00:00:00Z,D12,Shooting,Pelmo Park-Humberlea (23),Aug
GO-20191619393,2019,2019-08-25T00:00:00Z,D31,Shooting,Humber Summit (21),Aug
GO-20191695351,2019,2019-09-04T00:00:00Z,D31,Other,Downsview-Roding-CFB (26),Sep
GO-20191683554,2019,2019-09-03T00:00:00Z,D43,Other,Bendale (127),Sep
GO-2019598298,2019,2019-04-03T00:00:00Z,D42,Other,Tam O'Shanter-Sullivan (118),Apr
GO-20191745744,2019,2019-09-11T00:00:00Z,D43,Stabbing,Highland Creek (134),Sep
GO-20191782132,2019,2019-09-16T00:00:00Z,D13,Shooting,Yorkdale-Glen Park (31),Sep
GO-20191806337,2019,2019-09-19T00:00:00Z,D42,Shooting,Milliken (130),Sep
GO-20191828916,2019,2019-09-22T00:00:00Z,D41,Other,Dorset Park (126),Sep
GO-20191840069,2019,2019-09-24T00:00:00Z,D22,Shooting,Etobicoke West Mall (13),Sep
GO-20191843578,2019,2019-09-24T00:00:00Z,D51,Other,Bay Street Corridor (76),Sep
GO-20192390677,2019,2019-12-11T00:00:00Z,D23,Other,West Humber-Clairville (1),Dec
GO-20191878460,2019,2019-09-29T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Sep
GO-20191894014,2019,2019-10-01T00:00:00Z,D31,Shooting,Glenfield-Jane Heights (25),Oct
GO-20191894014,2019,2019-10-01T00:00:00Z,D31,Shooting,Glenfield-Jane Heights (25),Oct
GO-20191901852,2019,2019-10-02T00:00:00Z,D52,Stabbing,Bay Street Corridor (76),Oct
GO-20191930830,2019,2019-10-07T00:00:00Z,D54,Other,Woodbine-Lumsden (60),Oct
GO-20191981086,2019,2019-10-14T00:00:00Z,D23,Shooting,Mount Olive-Silverstone-Jamestown (2),Oct
GO-20192006688,2019,2019-10-17T00:00:00Z,D33,Shooting,Hillcrest Village (48),Oct
